,X,date,store_nbr,item_nbr,units,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,snowfall,perciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,RA,FZ,FG,BR,UP,MI,SN,HZ,VC,TS,DZ,BL,BC,DU,SQ,PL,FU,GR,GS,SG,PR,FG2,is_weekend,is_holiday,is_holiday_weekday,is_holiday_weekend,spring,summer,fall
1596,2104493,2013-03-01,32,45,47,44,20,32,0,17,27,33,0,0,0,0,0.0,24.42,30.34,3.1,16,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1597,2104506,2013-03-01,32,58,2,44,20,32,0,17,27,33,0,0,0,0,0.0,24.42,30.34,3.1,16,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1598,2109452,2013-03-02,32,9,81,56,25,41,0,22,34,24,0,0,0,0,0.0,24.37,30.23,3.1,22,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1599,2109488,2013-03-02,32,45,62,56,25,41,0,22,34,24,0,0,0,0,0.0,24.37,30.23,3.1,22,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1600,2114447,2013-03-03,32,9,81,57,37,47,0,22,37,18,0,0,0,0,0.0,24.0,29.73,4.6,18,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1601,2114457,2013-03-03,32,19,3,57,37,47,0,22,37,18,0,0,0,0,0.0,24.0,29.73,4.6,18,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1602,2114483,2013-03-03,32,45,69,57,37,47,0,22,37,18,0,0,0,0,0.0,24.0,29.73,4.6,18,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1603,2114496,2013-03-03,32,58,4,57,37,47,0,22,37,18,0,0,0,0,0.0,24.0,29.73,4.6,18,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1604,2119442,2013-03-04,32,9,38,41,14,0,0,19,24,0,0,0,0,0,0.0,24.14,29.97,3.5,5,7.7,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1605,2119478,2013-03-04,32,45,59,41,14,0,0,19,24,0,0,0,0,0,0.0,24.14,29.97,3.5,5,7.7,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1606,2124437,2013-03-05,32,9,99,40,8,24,0,14,21,41,0,0,0,0,0.0,24.32,30.32,1.5,13,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1607,2124473,2013-03-05,32,45,50,40,8,24,0,14,21,41,0,0,0,0,0.0,24.32,30.32,1.5,13,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1608,2124486,2013-03-05,32,58,6,40,8,24,0,14,21,41,0,0,0,0,0.0,24.32,30.32,1.5,13,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1609,2129432,2013-03-06,32,9,34,56,21,39,0,20,31,26,0,0,0,0,0.0,24.13,29.97,4.1,14,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1610,2129468,2013-03-06,32,45,45,56,21,39,0,20,31,26,0,0,0,0,0.0,24.13,29.97,4.1,14,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1611,2134427,2013-03-07,32,9,26,63,33,48,0,21,36,17,0,0,0,0,0.0,24.13,29.86,2.7,15,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1612,2134463,2013-03-07,32,45,58,63,33,48,0,21,36,17,0,0,0,0,0.0,24.13,29.86,2.7,15,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1613,2139422,2013-03-08,32,9,79,46,29,38,0,29,33,27,0,0,0,0,0.0,24.04,29.83,1.6,33,3.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1614,2139432,2013-03-08,32,19,3,46,29,38,0,29,33,27,0,0,0,0,0.0,24.04,29.83,1.6,33,3.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1615,2139458,2013-03-08,32,45,121,46,29,38,0,29,33,27,0,0,0,0,0.0,24.04,29.83,1.6,33,3.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1616,2139471,2013-03-08,32,58,7,46,29,38,0,29,33,27,0,0,0,0,0.0,24.04,29.83,1.6,33,3.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1617,2144417,2013-03-09,32,9,31,34,25,30,0,26,28,35,0,0,0,0,0.49,24.05,29.85,15.6,35,16.3,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1618,2144427,2013-03-09,32,19,1,34,25,30,0,26,28,35,0,0,0,0,0.49,24.05,29.85,15.6,35,16.3,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1619,2144453,2013-03-09,32,45,43,34,25,30,0,26,28,35,0,0,0,0,0.49,24.05,29.85,15.6,35,16.3,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1620,2149412,2013-03-10,32,9,37,37,15,26,0,16,23,39,0,0,0,0,0.0,24.25,30.18,2.9,31,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1621,2149448,2013-03-10,32,45,47,37,15,26,0,16,23,39,0,0,0,0,0.0,24.25,30.18,2.9,31,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1622,2149454,2013-03-10,32,51,5,37,15,26,0,16,23,39,0,0,0,0,0.0,24.25,30.18,2.9,31,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1623,2154407,2013-03-11,32,9,49,50,25,38,0,22,31,27,0,0,0,0,0.01,24.2,30.02,3.2,33,9.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1624,2154417,2013-03-11,32,19,1,50,25,38,0,22,31,27,0,0,0,0,0.01,24.2,30.02,3.2,33,9.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1625,2154443,2013-03-11,32,45,45,50,25,38,0,22,31,27,0,0,0,0,0.01,24.2,30.02,3.2,33,9.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1626,2154449,2013-03-11,32,51,3,50,25,38,0,22,31,27,0,0,0,0,0.01,24.2,30.02,3.2,33,9.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1627,2159402,2013-03-12,32,9,41,38,23,31,0,25,28,34,0,0,0,0,0.06,24.37,30.3,3.1,12,5.1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1628,2159438,2013-03-12,32,45,41,38,23,31,0,25,28,34,0,0,0,0,0.06,24.37,30.3,3.1,12,5.1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1629,2164397,2013-03-13,32,9,49,62,29,46,0,24,37,19,0,0,0,0,0.0,24.39,30.22,1.6,23,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1630,2164433,2013-03-13,32,45,31,62,29,46,0,24,37,19,0,0,0,0,0.0,24.39,30.22,1.6,23,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1631,2164439,2013-03-13,32,51,2,62,29,46,0,24,37,19,0,0,0,0,0.0,24.39,30.22,1.6,23,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1632,2169392,2013-03-14,32,9,17,69,35,52,0,22,39,13,0,0,0,0,0.0,24.39,30.17,2.5,20,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1633,2169428,2013-03-14,32,45,25,69,35,52,0,22,39,13,0,0,0,0,0.0,24.39,30.17,2.5,20,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1634,2169441,2013-03-14,32,58,2,69,35,52,0,22,39,13,0,0,0,0,0.0,24.39,30.17,2.5,20,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1635,2174387,2013-03-15,32,9,32,73,44,59,0,21,42,6,0,0,0,0,0.0,24.17,29.86,5.8,25,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636,2174397,2013-03-15,32,19,1,73,44,59,0,21,42,6,0,0,0,0,0.0,24.17,29.86,5.8,25,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1637,2174423,2013-03-15,32,45,24,73,44,59,0,21,42,6,0,0,0,0,0.0,24.17,29.86,5.8,25,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1638,2174464,2013-03-15,32,86,1,73,44,59,0,21,42,6,0,0,0,0,0.0,24.17,29.86,5.8,25,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1639,2179382,2013-03-16,32,9,49,51,38,45,0,32,39,20,0,0,0,0,0.0,24.11,29.85,3.0,19,7.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1640,2179392,2013-03-16,32,19,1,51,38,45,0,32,39,20,0,0,0,0,0.0,24.11,29.85,3.0,19,7.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1641,2179418,2013-03-16,32,45,57,51,38,45,0,32,39,20,0,0,0,0,0.0,24.11,29.85,3.0,19,7.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1642,2179431,2013-03-16,32,58,17,51,38,45,0,32,39,20,0,0,0,0,0.0,24.11,29.85,3.0,19,7.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1643,2179459,2013-03-16,32,86,5,51,38,45,0,32,39,20,0,0,0,0,0.0,24.11,29.85,3.0,19,7.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1644,2184377,2013-03-17,32,9,25,59,33,46,0,20,35,19,0,0,0,0,0.0,23.93,29.63,8.9,27,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1645,2184413,2013-03-17,32,45,93,59,33,46,0,20,35,19,0,0,0,0,0.0,23.93,29.63,8.9,27,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1646,2189372,2013-03-18,32,9,42,49,23,36,0,11,28,29,0,0,0,0,0.0,24.1,29.9,4.3,30,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1647,2189408,2013-03-18,32,45,41,49,23,36,0,11,28,29,0,0,0,0,0.0,24.1,29.9,4.3,30,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1648,2189421,2013-03-18,32,58,1,49,23,36,0,11,28,29,0,0,0,0,0.0,24.1,29.9,4.3,30,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1649,2194367,2013-03-19,32,9,18,52,23,38,0,7,28,27,0,0,0,0,0.0,24.31,30.12,4.4,1,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1650,2194377,2013-03-19,32,19,1,52,23,38,0,7,28,27,0,0,0,0,0.0,24.31,30.12,4.4,1,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651,2194403,2013-03-19,32,45,36,52,23,38,0,7,28,27,0,0,0,0,0.0,24.31,30.12,4.4,1,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1652,2194416,2013-03-19,32,58,1,52,23,38,0,7,28,27,0,0,0,0,0.0,24.31,30.12,4.4,1,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1653,2199362,2013-03-20,32,9,37,60,20,40,0,17,30,25,0,0,0,0,0.0,24.13,29.99,0.5,22,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1654,2199398,2013-03-20,32,45,54,60,20,40,0,17,30,25,0,0,0,0,0.0,24.13,29.99,0.5,22,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1655,2199404,2013-03-20,32,51,1,60,20,40,0,17,30,25,0,0,0,0,0.0,24.13,29.99,0.5,22,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1656,2199411,2013-03-20,32,58,9,60,20,40,0,17,30,25,0,0,0,0,0.0,24.13,29.99,0.5,22,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1657,2204357,2013-03-21,32,9,38,55,28,42,0,23,34,23,0,0,0,0,0.0,23.92,29.63,1.1,4,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1658,2204393,2013-03-21,32,45,48,55,28,42,0,23,34,23,0,0,0,0,0.0,23.92,29.63,1.1,4,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1659,2204399,2013-03-21,32,51,2,55,28,42,0,23,34,23,0,0,0,0,0.0,23.92,29.63,1.1,4,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1660,2204434,2013-03-21,32,86,2,55,28,42,0,23,34,23,0,0,0,0,0.0,23.92,29.63,1.1,4,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1661,2209352,2013-03-22,32,9,53,51,23,37,0,23,29,28,0,0,0,0,0.35,24.0,29.78,5.3,12,14.6,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1662,2209388,2013-03-22,32,45,45,51,23,37,0,23,29,28,0,0,0,0,0.35,24.0,29.78,5.3,12,14.6,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1663,2209394,2013-03-22,32,51,1,51,23,37,0,23,29,28,0,0,0,0,0.35,24.0,29.78,5.3,12,14.6,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1664,2214347,2013-03-23,32,9,45,24,7,16,0,13,15,49,0,0,0,0,0.55,24.2,30.16,11.5,35,13.8,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1665,2214357,2013-03-23,32,19,1,24,7,16,0,13,15,49,0,0,0,0,0.55,24.2,30.16,11.5,35,13.8,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1666,2214383,2013-03-23,32,45,49,24,7,16,0,13,15,49,0,0,0,0,0.55,24.2,30.16,11.5,35,13.8,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1667,2214389,2013-03-23,32,51,9,24,7,16,0,13,15,49,0,0,0,0,0.55,24.2,30.16,11.5,35,13.8,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1668,2214396,2013-03-23,32,58,1,24,7,16,0,13,15,49,0,0,0,0,0.55,24.2,30.16,11.5,35,13.8,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1669,2219342,2013-03-24,32,9,41,26,-2,12,0,7,13,53,0,0,0,0,0.01,24.25,30.29,2.4,4,6.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1670,2219352,2013-03-24,32,19,1,26,-2,12,0,7,13,53,0,0,0,0,0.01,24.25,30.29,2.4,4,6.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1671,2219378,2013-03-24,32,45,58,26,-2,12,0,7,13,53,0,0,0,0,0.01,24.25,30.29,2.4,4,6.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1672,2219384,2013-03-24,32,51,1,26,-2,12,0,7,13,53,0,0,0,0,0.01,24.25,30.29,2.4,4,6.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1673,2219391,2013-03-24,32,58,3,26,-2,12,0,7,13,53,0,0,0,0,0.01,24.25,30.29,2.4,4,6.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1674,2224337,2013-03-25,32,9,8,30,1,16,0,7,15,49,0,0,0,0,0.0,24.34,30.37,4.3,14,5.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1675,2224347,2013-03-25,32,19,2,30,1,16,0,7,15,49,0,0,0,0,0.0,24.34,30.37,4.3,14,5.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1676,2224373,2013-03-25,32,45,54,30,1,16,0,7,15,49,0,0,0,0,0.0,24.34,30.37,4.3,14,5.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1677,2229332,2013-03-26,32,9,25,50,17,34,0,19,29,31,0,0,0,0,0.0,24.18,30.07,4.1,15,7.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1678,2229342,2013-03-26,32,19,3,50,17,34,0,19,29,31,0,0,0,0,0.0,24.18,30.07,4.1,15,7.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1679,2229368,2013-03-26,32,45,43,50,17,34,0,19,29,31,0,0,0,0,0.0,24.18,30.07,4.1,15,7.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1680,2234327,2013-03-27,32,9,38,54,26,40,0,28,35,25,0,0,0,0,0.0,24.24,30.05,4.0,16,6.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1681,2234363,2013-03-27,32,45,52,54,26,40,0,28,35,25,0,0,0,0,0.0,24.24,30.05,4.0,16,6.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1682,2234376,2013-03-27,32,58,4,54,26,40,0,28,35,25,0,0,0,0,0.0,24.24,30.05,4.0,16,6.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1683,2234404,2013-03-27,32,86,1,54,26,40,0,28,35,25,0,0,0,0,0.0,24.24,30.05,4.0,16,6.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1684,2239322,2013-03-28,32,9,42,62,32,47,0,29,39,18,0,0,0,0,0.0,24.27,30.06,2.8,17,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1685,2239332,2013-03-28,32,19,1,62,32,47,0,29,39,18,0,0,0,0,0.0,24.27,30.06,2.8,17,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1686,2239358,2013-03-28,32,45,36,62,32,47,0,29,39,18,0,0,0,0,0.0,24.27,30.06,2.8,17,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1687,2239371,2013-03-28,32,58,1,62,32,47,0,29,39,18,0,0,0,0,0.0,24.27,30.06,2.8,17,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1688,2244317,2013-03-29,32,9,58,65,37,51,0,28,40,14,0,0,0,0,0.0,24.3,30.05,3.6,27,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1689,2244327,2013-03-29,32,19,1,65,37,51,0,28,40,14,0,0,0,0,0.0,24.3,30.05,3.6,27,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1690,2244353,2013-03-29,32,45,35,65,37,51,0,28,40,14,0,0,0,0,0.0,24.3,30.05,3.6,27,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1691,2244394,2013-03-29,32,86,1,65,37,51,0,28,40,14,0,0,0,0,0.0,24.3,30.05,3.6,27,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1692,2249312,2013-03-30,32,9,36,65,34,50,0,29,40,15,0,0,0,0,0.0,24.31,30.06,3.9,33,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1693,2249322,2013-03-30,32,19,1,65,34,50,0,29,40,15,0,0,0,0,0.0,24.31,30.06,3.9,33,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1694,2249348,2013-03-30,32,45,64,65,34,50,0,29,40,15,0,0,0,0,0.0,24.31,30.06,3.9,33,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1695,2249361,2013-03-30,32,58,1,65,34,50,0,29,40,15,0,0,0,0,0.0,24.31,30.06,3.9,33,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1696,2254307,2013-03-31,32,9,27,68,33,51,0,23,38,14,0,0,0,0,0.0,24.24,30.0,1.8,11,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
1697,2254343,2013-03-31,32,45,43,68,33,51,0,23,38,14,0,0,0,0,0.0,24.24,30.0,1.8,11,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
1698,2254356,2013-03-31,32,58,2,68,33,51,0,23,38,14,0,0,0,0,0.0,24.24,30.0,1.8,11,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
1699,2258303,2013-04-01,32,9,35,53,30,42,0,30,37,23,0,0,0,0,0.0,24.25,30.04,5.7,31,8.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1700,2258313,2013-04-01,32,19,2,53,30,42,0,30,37,23,0,0,0,0,0.0,24.25,30.04,5.7,31,8.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1701,2258339,2013-04-01,32,45,69,53,30,42,0,30,37,23,0,0,0,0,0.0,24.25,30.04,5.7,31,8.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1702,2258352,2013-04-01,32,58,2,53,30,42,0,30,37,23,0,0,0,0,0.0,24.25,30.04,5.7,31,8.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1703,2261966,2013-04-02,32,9,23,40,34,37,0,34,35,28,0,0,0,0,0.05,24.26,30.09,4.3,34,5.1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1704,2261976,2013-04-02,32,19,2,40,34,37,0,34,35,28,0,0,0,0,0.05,24.26,30.09,4.3,34,5.1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1705,2262002,2013-04-02,32,45,47,40,34,37,0,34,35,28,0,0,0,0,0.05,24.26,30.09,4.3,34,5.1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1706,2265629,2013-04-03,32,9,68,59,35,47,0,30,38,18,0,0,0,0,0.01,24.29,30.1,1.4,32,3.9,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1707,2265665,2013-04-03,32,45,39,59,35,47,0,30,38,18,0,0,0,0,0.01,24.29,30.1,1.4,32,3.9,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
